Feat,Indi,Pais,CCod,ICod,Year,Value
"Educación de nivel secundario, alumnos en programas de educación general (% de mujeres)",Gender,Argentina,ARG,SE.SEC.ENRL.GC.FE.ZS,2006,51.80645
"Inscripción escolar, nivel preprimario, varones (% bruto)",Gender,Argentina,ARG,SE.PRE.ENRR.MA,2006,63.20575
"Inscripción escolar, nivel preprimario, mujeres (% bruto)",Gender,Argentina,ARG,SE.PRE.ENRR.FE,2006,64.16373
Rentas totales de los recursos naturales (% del PIB),Environment,Argentina,ARG,NY.GDP.TOTL.RT.ZS,2006,6.083989602463468
Rentas del petróleo (% del PIB),Environment,Argentina,ARG,NY.GDP.PETR.RT.ZS,2006,4.66084925348569
Renta del gas natural (% del PIB),Environment,Argentina,ARG,NY.GDP.NGAS.RT.ZS,2006,0.7119243644469609
Rentas mineras  (% del PIB),Environment,Argentina,ARG,NY.GDP.MINR.RT.ZS,2006,0.6107370877915029
Rentas forestales (% del PIB),Environment,Argentina,ARG,NY.GDP.FRST.RT.ZS,2006,0.0996856621498722
Ahorro ajustado: agotamiento de fuentes de energía (US$ actuales),Environment,Argentina,ARG,NY.ADJ.DNGY.CD,2006,10431323745.7857
Ahorro ajustado: agotamiento de minerales (US$ actuales),Environment,Argentina,ARG,NY.ADJ.DMIN.CD,2006,643055892.882204
Ahorro ajustado: consumo de capital fijo (US$ actuales),Environment,Argentina,ARG,NY.ADJ.DKAP.CD,2006,21613406249.5773
Ahorro ajustado: agotamiento neto de recursos forestales (US$ a precios actuales),Environment,Argentina,ARG,NY.ADJ.DFOR.CD,2006,30063853.624177
Ahorro ajustado: daño por emisión de dióxido de carbono (US$ actuales),Environment,Argentina,ARG,NY.ADJ.DCO2.CD,2006,3507006087.81117
Ahorro ajustado: gasto en educación (% del INB),Environment,Argentina,ARG,NY.ADJ.AEDU.GN.ZS,2006,3.68
Producción pesquera total (toneladas métricas),Environment,Argentina,ARG,ER.FSH.PROD.MT,2006,1174508.0
Producción de la pesca de captura (toneladas métricas),Environment,Argentina,ARG,ER.FSH.CAPT.MT,2006,1171980.0
Tierras cultivables (% del área de tierra),Environment,Argentina,ARG,AG.LND.ARBL.ZS,2006,12.735823202481804
Tierras agrícolas (% del área de tierra),Environment,Argentina,ARG,AG.LND.AGRI.ZS,2006,51.5600963207378
"Población de 45 a 49 años, varones (% de la población masculina)",Health,Argentina,ARG,SP.POP.4549.MA.5Y,2006,5.38281468305155
"Población de 45 a 49 años, mujeres (% de la población femenina)",Health,Argentina,ARG,SP.POP.4549.FE.5Y,2006,5.460614343935549
"Población de 40 a 44 años, varones (% de la población masculina)",Health,Argentina,ARG,SP.POP.4044.MA.5Y,2006,5.79493292199362
"Población de 40 a 44 años, mujeres (% de la población femenina)",Health,Argentina,ARG,SP.POP.4044.FE.5Y,2006,5.8983554439707016
"Población de 35 a 39 años, varones (% de la población masculina)",Health,Argentina,ARG,SP.POP.3539.MA.5Y,2006,6.203752036554719
"Población de 35 a 39 años, mujeres (% de la población femenina)",Health,Argentina,ARG,SP.POP.3539.FE.5Y,2006,6.2558247787698305
"Población de 30 a 34 años, varones (% de la población masculina)",Health,Argentina,ARG,SP.POP.3034.MA.5Y,2006,7.18019859262496
"Población de 30 a 34 años, mujeres (% de la población femenina)",Health,Argentina,ARG,SP.POP.3034.FE.5Y,2006,7.12311143464115
"Población de 25 a 29 años, varones (% de la población masculina)",Health,Argentina,ARG,SP.POP.2529.MA.5Y,2006,8.32207267122665
"Población de 25 a 29 años, mujeres (% de la población femenina)",Health,Argentina,ARG,SP.POP.2529.FE.5Y,2006,7.994820217986621
"Población de 20 a 24 años, varones (% de la población masculina)",Health,Argentina,ARG,SP.POP.2024.MA.5Y,2006,8.43143602610309
"Población de 20 a 24 años, mujeres (% de la población femenina)",Health,Argentina,ARG,SP.POP.2024.FE.5Y,2006,7.9287309534067205
"Población entre 15 y 64 años de edad, hombres (% del total)",Health,Argentina,ARG,SP.POP.1564.MA.ZS,2006,63.43030070837961
"Población entre 0 y 14 años de edad, hombres (% del total)",Health,Argentina,ARG,SP.POP.0014.MA.ZS,2006,28.31600228236569
Tasa de mortalidad en un año (por cada 1.000 personas),Health,Argentina,ARG,SP.DYN.CDRT.IN,2006,7.7620000000000005
Poverty gap at $5.50 a day (2011 PPP) (%),Poverty,Argentina,ARG,SI.POV.UMIC.GP,2006,6.9
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),Poverty,Argentina,ARG,SI.POV.UMIC,2006,17.3
Poverty gap at $3.20 a day (2011 PPP) (%),Poverty,Argentina,ARG,SI.POV.LMIC.GP,2006,3.0
Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),Poverty,Argentina,ARG,SI.POV.LMIC,2006,7.9
Índice de Gini,Poverty,Argentina,ARG,SI.POV.GINI,2006,46.7
"Brecha de pobreza a $1,90 por día (2011 PPA) (%)",Poverty,Argentina,ARG,SI.POV.GAPS,2006,1.3
"Tasa de incidencia de la pobreza, sobre la base de $1,90 por día (2011 PPA) (% de la población)",Poverty,Argentina,ARG,SI.POV.DDAY,2006,3.2
Participación en el ingreso del 20% peor remunerado de la población,Poverty,Argentina,ARG,SI.DST.FRST.20,2006,3.7
Participación en el ingreso del 10% peor remunerado de la población,Poverty,Argentina,ARG,SI.DST.FRST.10,2006,1.2
Participación en el ingreso del 10% mejor remunerado de la población,Poverty,Argentina,ARG,SI.DST.10TH.10,2006,33.9
Participación en el ingreso del 20% mejor remunerado de la población,Poverty,Argentina,ARG,SI.DST.05TH.20,2006,50.8
Participación en el ingreso del cuarto quintilo (20%) de la población en orden decreciente de remuneraciones,Poverty,Argentina,ARG,SI.DST.04TH.20,2006,22.6
Participación en el ingreso del tercer quintilo (20%) de la población en orden decreciente de remuneraciones,Poverty,Argentina,ARG,SI.DST.03RD.20,2006,14.2
Participación en el ingreso del segundo quintilo (20%) de la población en orden decreciente de remuneraciones,Poverty,Argentina,ARG,SI.DST.02ND.20,2006,8.7
"Desempleo, total (% de participación total en la fuerza laboral) (estimación nacional)",Social_protection,Argentina,ARG,SL.UEM.TOTL.NE.ZS,2006,10.0775003433228
"Desempleo, varones (% de participación masculina en la fuerza laboral) (estimación nacional)",Social_protection,Argentina,ARG,SL.UEM.TOTL.MA.NE.ZS,2006,8.3621997833252
"Desempleo, mujeres (% de participación femenina en la fuerza laboral) (estimación nacional)",Social_protection,Argentina,ARG,SL.UEM.TOTL.FE.NE.ZS,2006,12.340800285339403
"Tasa de participación en la fuerza laboral, total (% de la población total mayor de 15 años) (estimación nacional)",Social_protection,Argentina,ARG,SL.TLF.CACT.NE.ZS,2006,61.79499816894529
"Tasa de participación en la fuerza laboral, varones (% de la población masculina mayor de 15 años) (estimación nacional)",Social_protection,Argentina,ARG,SL.TLF.CACT.MA.NE.ZS,2006,75.0699996948242
Proporcin de tasas de participacin laboral femenina y masculina (%) (estimación modelado OIT),Social_protection,Argentina,ARG,SL.TLF.CACT.FM.ZS,2006,66.4255042236241
Proporción de participación en la fuerza laboral de mujeres y varones (%) (estimación nacional),Social_protection,Argentina,ARG,SL.TLF.CACT.FM.NE.ZS,2006,66.74317234230129
"Tasa de población activa, mujeres (% de la población femenina mayor de 15 años) (estimación modelado OIT)",Social_protection,Argentina,ARG,SL.TLF.CACT.FE.ZS,2006,50.13000106811521
"Tasa de participación en la fuerza laboral, mujeres (% de la población femenina mayor de 15 años) (estimación nacional)",Social_protection,Argentina,ARG,SL.TLF.CACT.FE.NE.ZS,2006,50.10409927368161
"Tasa de participación en la fuerza laboral, total (% del total de la población entre 15-64 años) (estimación modelado OIT)",Social_protection,Argentina,ARG,SL.TLF.ACTI.ZS,2006,69.2679977416992
"Tasa de participación en la fuerza laboral, hombres (% de la población masculina entre 15-64 años) (estimación modelado OIT)",Social_protection,Argentina,ARG,SL.TLF.ACTI.MA.ZS,2006,81.7239990234375
"Tasa de participación en la fuerza laboral, mujeres (% de la población femenina entre 15-64 años) (estimación modelado OIT)",Social_protection,Argentina,ARG,SL.TLF.ACTI.FE.ZS,2006,57.33000183105471
Tasa de participación en la fuerza laboral de personas entre 15 y 24 años; total (%) (estimación modelado OIT),Social_protection,Argentina,ARG,SL.TLF.ACTI.1524.ZS,2006,45.5629997253418
"Tasa de participación en la fuerza laboral, hombres (% de la población masculina entre 15-24 años) (estimación modelado OIT)",Social_protection,Argentina,ARG,SL.TLF.ACTI.1524.MA.ZS,2006,52.9910011291504
"Tasa de participación en la fuerza laboral, mujeres (% de la población femenina entre 15-24 años) (estimación modelado OIT)",Social_protection,Argentina,ARG,SL.TLF.ACTI.1524.FE.ZS,2006,38.0359992980957
Población entre 15 y 64 años de edad (% del total),Education,Argentina,ARG,SP.POP.1564.TO.ZS,2007,63.19978722061211
Población entre 0 y 14 años de edad (% del total),Education,Argentina,ARG,SP.POP.0014.TO.ZS,2007,26.804888432565107
"Desempleo, varones (% de la población activa masculina) (estimación modelado OIT)",Education,Argentina,ARG,SL.UEM.TOTL.MA.ZS,2007,6.98199987411499
"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",Education,Argentina,ARG,SL.UEM.TOTL.FE.ZS,2007,10.543999671936001
"Población activa, total",Education,Argentina,ARG,SL.TLF.TOTL.IN,2007,17855169.0
"Educación de nivel secundario, alumnos en programas de educación general",Education,Argentina,ARG,SE.SEC.ENRL.GC,2007,3897005.0
"Educación de nivel secundario, alumnos",Education,Argentina,ARG,SE.SEC.ENRL,2007,3897005.0
"Inscripción escolar, nivel primario, varones (% bruto)",Education,Argentina,ARG,SE.PRM.ENRR.MA,2007,118.22478000000001
"Inscripción escolar, nivel primario, mujeres (% bruto)",Education,Argentina,ARG,SE.PRM.ENRR.FE,2007,117.87128999999999
"Inscripción escolar, nivel primario (% bruto)",Education,Argentina,ARG,SE.PRM.ENRR,2007,118.05111000000001
"Educación de nivel primario, alumnos (% de mujeres)",Education,Argentina,ARG,SE.PRM.ENRL.FE.ZS,2007,49.05478
"Educación de nivel primario, alumnos",Education,Argentina,ARG,SE.PRM.ENRL,2007,4951505.0
"Tasa de finalización de la educación de nivel primario, total (% del grupo etario correspondiente)",Education,Argentina,ARG,SE.PRM.CMPT.ZS,2007,99.86782
"Inscripción escolar, nivel preprimario (% bruto)",Education,Argentina,ARG,SE.PRE.ENRR,2007,64.63763
Proporción de inscripciones de mujeres con respecto a varones en la educación primaria (%),Education,Argentina,ARG,SE.ENR.PRIM.FM.ZS,2007,0.9970100000000001
"Supervivencia hasta los 65 años, varones (% de la cohorte)",Gender,Argentina,ARG,SP.DYN.TO65.MA.ZS,2007,73.85694000000002
"Supervivencia hasta los 65 años, mujeres (% de la cohorte)",Gender,Argentina,ARG,SP.DYN.TO65.FE.ZS,2007,85.256173
"Tasa de fertilidad, total (nacimientos por cada mujer)",Gender,Argentina,ARG,SP.DYN.TFRT.IN,2007,2.38
"Esperanza de vida al nacer, varones (años)",Gender,Argentina,ARG,SP.DYN.LE00.MA.IN,2007,71.347
"Esperanza de vida al nacer, mujeres (años)",Gender,Argentina,ARG,SP.DYN.LE00.FE.IN,2007,78.16
"Tasa de mortalidad, adultos, varones (por cada 1.000 varones adultos)",Gender,Argentina,ARG,SP.DYN.AMRT.MA,2007,166.981
"Tasa de mortalidad, adultos, mujeres (por cada 1.000 mujeres adultas)",Gender,Argentina,ARG,SP.DYN.AMRT.FE,2007,89.848
Tasa de fertilidad en adolescentes (nacimientos por cada 1.000 mujeres entre 15 y 19 años de edad),Gender,Argentina,ARG,SP.ADO.TFRT,2007,62.938
"Población activa, mujeres (% de la población activa total)",Gender,Argentina,ARG,SL.TLF.TOTL.FE.ZS,2007,41.7815367639477
"Trabajadores familiares que contribuyen, mujeres (% del empleo femenino)",Gender,Argentina,ARG,SL.FAM.WORK.FE.ZS,2007,1.44799995422363
"Relación entre empleo y población, edades entre 15 y 24 años, mujeres (%) (estimación modelado OIT)",Gender,Argentina,ARG,SL.EMP.1524.SP.FE.ZS,2007,27.4500007629395
"Empleados en agricultura, mujeres (% del empleo femenino)",Gender,Argentina,ARG,SL.AGR.EMPL.FE.ZS,2007,0.416999995708466
"Educación de nivel secundario, alumnos en programas de educación general (% de mujeres)",Gender,Argentina,ARG,SE.SEC.ENRL.GC.FE.ZS,2007,52.009479999999996
"Inscripción escolar, nivel preprimario, varones (% bruto)",Gender,Argentina,ARG,SE.PRE.ENRR.MA,2007,64.06151
"Inscripción escolar, nivel preprimario, mujeres (% bruto)",Gender,Argentina,ARG,SE.PRE.ENRR.FE,2007,65.23495
Rentas totales de los recursos naturales (% del PIB),Environment,Argentina,ARG,NY.GDP.TOTL.RT.ZS,2007,5.01251539592693
Rentas del petróleo (% del PIB),Environment,Argentina,ARG,NY.GDP.PETR.RT.ZS,2007,3.76962743422329
Renta del gas natural (% del PIB),Environment,Argentina,ARG,NY.GDP.NGAS.RT.ZS,2007,0.599108087507667
Rentas mineras  (% del PIB),Environment,Argentina,ARG,NY.GDP.MINR.RT.ZS,2007,0.547855961780123
Rentas forestales (% del PIB),Environment,Argentina,ARG,NY.GDP.FRST.RT.ZS,2007,0.0950017227763653
Ahorro ajustado: agotamiento de fuentes de energía (US$ actuales),Environment,Argentina,ARG,NY.ADJ.DNGY.CD,2007,10456674746.2734
Ahorro ajustado: agotamiento de minerales (US$ actuales),Environment,Argentina,ARG,NY.ADJ.DMIN.CD,2007,653024621.7534468
Ahorro ajustado: consumo de capital fijo (US$ actuales),Environment,Argentina,ARG,NY.ADJ.DKAP.CD,2007,26334936436.718
Ahorro ajustado: agotamiento neto de recursos forestales (US$ a precios actuales),Environment,Argentina,ARG,NY.ADJ.DFOR.CD,2007,24703960.24718589
Ahorro ajustado: daño por emisión de dióxido de carbono (US$ actuales),Environment,Argentina,ARG,NY.ADJ.DCO2.CD,2007,3687794568.927721
Ahorro ajustado: gasto en educación (% del INB),Environment,Argentina,ARG,NY.ADJ.AEDU.GN.ZS,2007,3.86
Producción pesquera total (toneladas métricas),Environment,Argentina,ARG,ER.FSH.PROD.MT,2007,988366.0
Producción de la pesca de captura (toneladas métricas),Environment,Argentina,ARG,ER.FSH.CAPT.MT,2007,985409.0
Tierras cultivables (% del área de tierra),Environment,Argentina,ARG,AG.LND.ARBL.ZS,2007,13.3127975766345
Tierras agrícolas (% del área de tierra),Environment,Argentina,ARG,AG.LND.AGRI.ZS,2007,52.6303673415696
"Población de 45 a 49 años, varones (% de la población masculina)",Health,Argentina,ARG,SP.POP.4549.MA.5Y,2007,5.39016685128296
"Población de 45 a 49 años, mujeres (% de la población femenina)",Health,Argentina,ARG,SP.POP.4549.FE.5Y,2007,5.4888021431275
"Población de 40 a 44 años, varones (% de la población masculina)",Health,Argentina,ARG,SP.POP.4044.MA.5Y,2007,5.77420433107697
"Población de 40 a 44 años, mujeres (% de la población femenina)",Health,Argentina,ARG,SP.POP.4044.FE.5Y,2007,5.87528383659291
"Población de 35 a 39 años, varones (% de la población masculina)",Health,Argentina,ARG,SP.POP.3539.MA.5Y,2007,6.26357961203782
"Población de 35 a 39 años, mujeres (% de la población femenina)",Health,Argentina,ARG,SP.POP.3539.FE.5Y,2007,6.30810920079286
"Población de 30 a 34 años, varones (% de la población masculina)",Health,Argentina,ARG,SP.POP.3034.MA.5Y,2007,7.3799488305938805
"Población de 30 a 34 años, mujeres (% de la población femenina)",Health,Argentina,ARG,SP.POP.3034.FE.5Y,2007,7.27548060838598
"Población de 25 a 29 años, varones (% de la población masculina)",Health,Argentina,ARG,SP.POP.2529.MA.5Y,2007,8.23469695413957
"Población de 25 a 29 años, mujeres (% de la población femenina)",Health,Argentina,ARG,SP.POP.2529.FE.5Y,2007,7.889414095361249
"Población de 20 a 24 años, varones (% de la población masculina)",Health,Argentina,ARG,SP.POP.2024.MA.5Y,2007,8.41328347872763
"Población de 20 a 24 años, mujeres (% de la población femenina)",Health,Argentina,ARG,SP.POP.2024.FE.5Y,2007,7.90465110964403
"Población entre 15 y 64 años de edad, hombres (% del total)",Health,Argentina,ARG,SP.POP.1564.MA.ZS,2007,63.6543068689234
"Población entre 0 y 14 años de edad, hombres (% del total)",Health,Argentina,ARG,SP.POP.0014.MA.ZS,2007,28.0428736201917
Tasa de mortalidad en un año (por cada 1.000 personas),Health,Argentina,ARG,SP.DYN.CDRT.IN,2007,7.749
Poverty gap at $5.50 a day (2011 PPP) (%),Poverty,Argentina,ARG,SI.POV.UMIC.GP,2007,6.1
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),Poverty,Argentina,ARG,SI.POV.UMIC,2007,16.2
Poverty gap at $3.20 a day (2011 PPP) (%),Poverty,Argentina,ARG,SI.POV.LMIC.GP,2007,2.5
Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),Poverty,Argentina,ARG,SI.POV.LMIC,2007,6.7
Índice de Gini,Poverty,Argentina,ARG,SI.POV.GINI,2007,46.6
"Brecha de pobreza a $1,90 por día (2011 PPA) (%)",Poverty,Argentina,ARG,SI.POV.GAPS,2007,1.1
"Tasa de incidencia de la pobreza, sobre la base de $1,90 por día (2011 PPA) (% de la población)",Poverty,Argentina,ARG,SI.POV.DDAY,2007,2.6
Participación en el ingreso del 20% peor remunerado de la población,Poverty,Argentina,ARG,SI.DST.FRST.20,2007,3.9
Participación en el ingreso del 10% peor remunerado de la población,Poverty,Argentina,ARG,SI.DST.FRST.10,2007,1.3
Participación en el ingreso del 10% mejor remunerado de la población,Poverty,Argentina,ARG,SI.DST.10TH.10,2007,33.8
Participación en el ingreso del 20% mejor remunerado de la población,Poverty,Argentina,ARG,SI.DST.05TH.20,2007,50.8
Participación en el ingreso del cuarto quintilo (20%) de la población en orden decreciente de remuneraciones,Poverty,Argentina,ARG,SI.DST.04TH.20,2007,22.5
Participación en el ingreso del tercer quintilo (20%) de la población en orden decreciente de remuneraciones,Poverty,Argentina,ARG,SI.DST.03RD.20,2007,14.2
Participación en el ingreso del segundo quintilo (20%) de la población en orden decreciente de remuneraciones,Poverty,Argentina,ARG,SI.DST.02ND.20,2007,8.6
"Desempleo, total (% de participación total en la fuerza laboral) (estimación nacional)",Social_protection,Argentina,ARG,SL.UEM.TOTL.NE.ZS,2007,8.47000026702881
"Desempleo, varones (% de participación masculina en la fuerza laboral) (estimación nacional)",Social_protection,Argentina,ARG,SL.UEM.TOTL.MA.NE.ZS,2007,7.4184498786926305
"Desempleo, mujeres (% de participación femenina en la fuerza laboral) (estimación nacional)",Social_protection,Argentina,ARG,SL.UEM.TOTL.FE.NE.ZS,2007,11.010450363159201
"Tasa de participación en la fuerza laboral, total (% de la población total mayor de 15 años) (estimación nacional)",Social_protection,Argentina,ARG,SL.TLF.CACT.NE.ZS,2007,61.0
"Tasa de participación en la fuerza laboral, varones (% de la población masculina mayor de 15 años) (estimación nacional)",Social_protection,Argentina,ARG,SL.TLF.CACT.MA.NE.ZS,2007,74.9000015258789
Proporcin de tasas de participacin laboral femenina y masculina (%) (estimación modelado OIT),Social_protection,Argentina,ARG,SL.TLF.CACT.FM.ZS,2007,65.7024184560494
Proporción de participación en la fuerza laboral de mujeres y varones (%) (estimación nacional),Social_protection,Argentina,ARG,SL.TLF.CACT.FM.NE.ZS,2007,65.2870501063786
"Tasa de población activa, mujeres (% de la población femenina mayor de 15 años) (estimación modelado OIT)",Social_protection,Argentina,ARG,SL.TLF.CACT.FE.ZS,2007,49.19599914550779
"Tasa de participación en la fuerza laboral, mujeres (% de la población femenina mayor de 15 años) (estimación nacional)",Social_protection,Argentina,ARG,SL.TLF.CACT.FE.NE.ZS,2007,48.9000015258789
"Tasa de participación en la fuerza laboral, total (% del total de la población entre 15-64 años) (estimación modelado OIT)",Social_protection,Argentina,ARG,SL.TLF.ACTI.ZS,2007,68.6220016479492
"Tasa de participación en la fuerza laboral, hombres (% de la población masculina entre 15-64 años) (estimación modelado OIT)",Social_protection,Argentina,ARG,SL.TLF.ACTI.MA.ZS,2007,81.2969970703125
"Tasa de participación en la fuerza laboral, mujeres (% de la población femenina entre 15-64 años) (estimación modelado OIT)",Social_protection,Argentina,ARG,SL.TLF.ACTI.FE.ZS,2007,56.4589996337891
Tasa de participación en la fuerza laboral de personas entre 15 y 24 años; total (%) (estimación modelado OIT),Social_protection,Argentina,ARG,SL.TLF.ACTI.1524.ZS,2007,44.07099914550779
"Tasa de participación en la fuerza laboral, hombres (% de la población masculina entre 15-24 años) (estimación modelado OIT)",Social_protection,Argentina,ARG,SL.TLF.ACTI.1524.MA.ZS,2007,51.6539993286133
"Tasa de participación en la fuerza laboral, mujeres (% de la población femenina entre 15-24 años) (estimación modelado OIT)",Social_protection,Argentina,ARG,SL.TLF.ACTI.1524.FE.ZS,2007,36.3769989013672
Población entre 15 y 64 años de edad (% del total),Education,Argentina,ARG,SP.POP.1564.TO.ZS,2008,63.423788727390296
Población entre 0 y 14 años de edad (% del total),Education,Argentina,ARG,SP.POP.0014.TO.ZS,2008,26.522331747178697
"Desempleo, varones (% de la población activa masculina) (estimación modelado OIT)",Education,Argentina,ARG,SL.UEM.TOTL.MA.ZS,2008,6.5019998550415
"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",Education,Argentina,ARG,SL.UEM.TOTL.FE.ZS,2008,9.72000026702881
"Población activa, total",Education,Argentina,ARG,SL.TLF.TOTL.IN,2008,17877897.0
"Educación de nivel secundario, alumnos en programas de educación general",Education,Argentina,ARG,SE.SEC.ENRL.GC,2008,3963715.0
"Educación de nivel secundario, alumnos",Education,Argentina,ARG,SE.SEC.ENRL,2008,3963715.0
"Inscripción escolar, nivel primario, varones (% bruto)",Education,Argentina,ARG,SE.PRM.ENRR.MA,2008,118.83083
"Inscripción escolar, nivel primario, mujeres (% bruto)",Education,Argentina,ARG,SE.PRM.ENRR.FE,2008,118.34758000000001
"Inscripción escolar, nivel primario (% bruto)",Education,Argentina,ARG,SE.PRM.ENRR,2008,118.59346000000001
"Educación de nivel primario, alumnos (% de mujeres)",Education,Argentina,ARG,SE.PRM.ENRL.FE.ZS,2008,49.01723
"Educación de nivel primario, alumnos",Education,Argentina,ARG,SE.PRM.ENRL,2008,4975520.0
"Tasa de finalización de la educación de nivel primario, total (% del grupo etario correspondiente)",Education,Argentina,ARG,SE.PRM.CMPT.ZS,2008,103.14217
"Inscripción escolar, nivel preprimario (% bruto)",Education,Argentina,ARG,SE.PRE.ENRR,2008,66.605
Proporción de inscripciones de mujeres con respecto a varones en la educación primaria (%),Education,Argentina,ARG,SE.ENR.PRIM.FM.ZS,2008,0.99593
"Supervivencia hasta los 65 años, varones (% de la cohorte)",Gender,Argentina,ARG,SP.DYN.TO65.MA.ZS,2008,74.15280759999997
"Supervivencia hasta los 65 años, mujeres (% de la cohorte)",Gender,Argentina,ARG,SP.DYN.TO65.FE.ZS,2008,85.42670279999999
"Tasa de fertilidad, total (nacimientos por cada mujer)",Gender,Argentina,ARG,SP.DYN.TFRT.IN,2008,2.366
"Esperanza de vida al nacer, varones (años)",Gender,Argentina,ARG,SP.DYN.LE00.MA.IN,2008,71.513
"Esperanza de vida al nacer, mujeres (años)",Gender,Argentina,ARG,SP.DYN.LE00.FE.IN,2008,78.32300000000002
"Tasa de mortalidad, adultos, varones (por cada 1.000 varones adultos)",Gender,Argentina,ARG,SP.DYN.AMRT.MA,2008,165.09400000000005
"Tasa de mortalidad, adultos, mujeres (por cada 1.000 mujeres adultas)",Gender,Argentina,ARG,SP.DYN.AMRT.FE,2008,88.863
Tasa de fertilidad en adolescentes (nacimientos por cada 1.000 mujeres entre 15 y 19 años de edad),Gender,Argentina,ARG,SP.ADO.TFRT,2008,63.0638
"Población activa, mujeres (% de la población activa total)",Gender,Argentina,ARG,SL.TLF.TOTL.FE.ZS,2008,41.4977052390446
"Trabajadores familiares que contribuyen, mujeres (% del empleo femenino)",Gender,Argentina,ARG,SL.FAM.WORK.FE.ZS,2008,1.2079999446868899
"Relación entre empleo y población, edades entre 15 y 24 años, mujeres (%) (estimación modelado OIT)",Gender,Argentina,ARG,SL.EMP.1524.SP.FE.ZS,2008,27.0900001525879
"Empleados en agricultura, mujeres (% del empleo femenino)",Gender,Argentina,ARG,SL.AGR.EMPL.FE.ZS,2008,0.351000010967255
"Educación de nivel secundario, alumnos en programas de educación general (% de mujeres)",Gender,Argentina,ARG,SE.SEC.ENRL.GC.FE.ZS,2008,52.17416
"Inscripción escolar, nivel preprimario, varones (% bruto)",Gender,Argentina,ARG,SE.PRE.ENRR.MA,2008,65.93786
"Inscripción escolar, nivel preprimario, mujeres (% bruto)",Gender,Argentina,ARG,SE.PRE.ENRR.FE,2008,67.29656
Rentas totales de los recursos naturales (% del PIB),Environment,Argentina,ARG,NY.GDP.TOTL.RT.ZS,2008,5.1096524916112
Rentas del petróleo (% del PIB),Environment,Argentina,ARG,NY.GDP.PETR.RT.ZS,2008,4.05474156030357
Renta del gas natural (% del PIB),Environment,Argentina,ARG,NY.GDP.NGAS.RT.ZS,2008,0.537652636528868
Rentas mineras  (% del PIB),Environment,Argentina,ARG,NY.GDP.MINR.RT.ZS,2008,0.42736997817956396
Rentas forestales (% del PIB),Environment,Argentina,ARG,NY.GDP.FRST.RT.ZS,2008,0.0868349874250686
Ahorro ajustado: agotamiento de fuentes de energía (US$ actuales),Environment,Argentina,ARG,NY.ADJ.DNGY.CD,2008,13885365963.713001
Ahorro ajustado: agotamiento de minerales (US$ actuales),Environment,Argentina,ARG,NY.ADJ.DMIN.CD,2008,929306357.111885
Ahorro ajustado: consumo de capital fijo (US$ actuales),Environment,Argentina,ARG,NY.ADJ.DKAP.CD,2008,33259059780.3407
Ahorro ajustado: agotamiento neto de recursos forestales (US$ a precios actuales),Environment,Argentina,ARG,NY.ADJ.DFOR.CD,2008,11520145.9754629
Ahorro ajustado: daño por emisión de dióxido de carbono (US$ actuales),Environment,Argentina,ARG,NY.ADJ.DCO2.CD,2008,4184771648.320221
Ahorro ajustado: gasto en educación (% del INB),Environment,Argentina,ARG,NY.ADJ.AEDU.GN.ZS,2008,4.25
Producción pesquera total (toneladas métricas),Environment,Argentina,ARG,ER.FSH.PROD.MT,2008,997783.0
Producción de la pesca de captura (toneladas métricas),Environment,Argentina,ARG,ER.FSH.CAPT.MT,2008,995083.0
Tierras cultivables (% del área de tierra),Environment,Argentina,ARG,AG.LND.ARBL.ZS,2008,12.8845430063325
Tierras agrícolas (% del área de tierra),Environment,Argentina,ARG,AG.LND.AGRI.ZS,2008,52.713679664119795
"Población de 45 a 49 años, varones (% de la población masculina)",Health,Argentina,ARG,SP.POP.4549.MA.5Y,2008,5.40486253388688
"Población de 45 a 49 años, mujeres (% de la población femenina)",Health,Argentina,ARG,SP.POP.4549.FE.5Y,2008,5.52112004297397
"Población de 40 a 44 años, varones (% de la población masculina)",Health,Argentina,ARG,SP.POP.4044.MA.5Y,2008,5.75806237038535
"Población de 40 a 44 años, mujeres (% de la población femenina)",Health,Argentina,ARG,SP.POP.4044.FE.5Y,2008,5.85139983515638
"Población de 35 a 39 años, varones (% de la población masculina)",Health,Argentina,ARG,SP.POP.3539.MA.5Y,2008,6.34812086368909
"Población de 35 a 39 años, mujeres (% de la población femenina)",Health,Argentina,ARG,SP.POP.3539.FE.5Y,2008,6.3803322225573496
"Población de 30 a 34 años, varones (% de la población masculina)",Health,Argentina,ARG,SP.POP.3034.MA.5Y,2008,7.57420277483667
"Población de 30 a 34 años, mujeres (% de la población femenina)",Health,Argentina,ARG,SP.POP.3034.FE.5Y,2008,7.42400024090288
"Población de 25 a 29 años, varones (% de la población masculina)",Health,Argentina,ARG,SP.POP.2529.MA.5Y,2008,8.10591623835248
"Población de 25 a 29 años, mujeres (% de la población femenina)",Health,Argentina,ARG,SP.POP.2529.FE.5Y,2008,7.748063184551518
