Feat,Indi,Pais,CCod,ICod,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Área selvática (% del área de tierra),Environment,Perú,PER,AG.LND.FRST.ZS,,,,,,,,,,,,,,,,,,,,,60.87578125,60.73718872070311,60.5985961914063,60.4599975585937,60.32140502929689,60.1828125,60.044219970703104,59.905627441406295,59.7670288085938,59.62843627929689,59.48984375,59.3931274414062,59.29640502929689,59.19968872070311,59.1029663085938,59.00625,58.894219970703105,58.7821899414063,58.670153808593795,58.55812377929689,58.44609375,58.315155029296896,58.184216308593705,58.0532836914063,57.92234497070311,57.79140625,57.660467529296895,,,
Área selvática  (kilómetros cuadrados),Environment,Perú,PER,AG.LND.FRST.K2,,,,,,,,,,,,,,,,,,,,,779210.0,777436.015625,775662.03125,773887.96875,772113.984375,770340.0,768566.015625,766792.03125,765017.96875,763243.984375,761470.0,760232.03125,758993.984375,757756.015625,756517.96875,755280.0,753846.015625,752412.03125,750977.96875,749543.984375,748110.0,746433.984375,744757.96875,743082.03125,741406.015625,739730.0,738053.984375,,,
Tierras cultivables (% del área de tierra),Environment,Perú,PER,AG.LND.ARBL.ZS,1.9984375,1.9984375,2.2265625,2.265625,2.265625,2.2734375,2.34375,2.42421875,2.45703125,2.47734375,2.515625,2.53515625,2.56640625,2.60390625,2.6359375,2.6375,2.64453125,2.65625,2.65625,2.65625,2.734375,2.7734375,2.8125,2.8125,2.8140625,2.921875,3.015625,3.09375,3.21484375,3.30078125,3.4453125,3.34375,2.98046875,2.99609375,2.921875,3.0703125,3.109375,3.1328125,3.1484375,3.23046875,3.19140625,3.1484375,3.246875,3.27734375,2.8125,2.46484375,2.740625,,,
Tierras agrícolas (% del área de tierra),Environment,Perú,PER,AG.LND.AGRI.ZS,13.99453125,14.0015625,14.275,14.31171875,14.31171875,14.31953125,14.38984375,14.4859375,14.5265625,14.5546875,14.59296875,14.6125,14.6515625,14.6890625,14.72890625,14.73828125,14.7609375,14.78046875,14.78828125,14.79609375,17.059375,17.10625,17.153125,17.1609375,16.9046096801758,17.10078125,17.2828125,17.44921875,17.65859375,17.8328125,18.065625,18.05234375,17.77734375,17.88125,17.8953125,18.153125,18.290625,18.4125,18.52734375,18.7078125,18.76796875,18.83125,19.0094528198242,19.0421875,18.57734375,18.2296875,18.50546875,,,
Rentas totales de los recursos naturales (% del PIB),Environment,Suriname,SUR,NY.GDP.TOTL.RT.ZS,17.870002325496603,17.8624590248963,18.741764772989303,14.626681121740301,28.460582823721598,16.5693044361395,17.3169540746777,18.1790813533758,16.2920776303593,14.2431744318305,14.3988415210964,12.247077371201401,11.125629995652304,9.622743404015447,11.1240440006437,12.103890760029,10.2420172656463,5.71667243443074,6.31923361933092,18.0561454568034,25.0324905668944,20.1078582332809,23.256667004355894,17.766877802639602,13.982010494818402,8.6339588991962,10.3408629535379,9.232684172227447,5.82916307940937,8.917386944100091,13.3261820639401,13.7651121513357,9.297056256473429,8.29693132589061,9.916565961038039,12.9637987129048,12.992394082228401,13.911881879547998,15.535134996366804,11.452802691619501,24.815682042210003,35.8350064677228,34.6720229676118,27.985158516394506,23.5586790482359,18.187570471536894,30.2150774579947,33.177112598697,,
Rentas del petróleo (% del PIB),Environment,Suriname,SUR,NY.GDP.PETR.RT.ZS,,,,,,,,,,,0.0,0.0,0.360643476508803,0.415565243073738,0.338505254535467,0.717587352792277,0.5821314174634841,0.946298225545652,0.925343507996958,3.2973794526962994,6.5960180977500205,3.4593286658657205,4.9333060865528084,4.812911487136518,3.66421925227832,4.02777557720267,4.56031570565679,4.49540955783328,2.10464112863608,5.388169459260482,9.57156635803886,8.38215169472252,6.52289184604396,6.2804220612513495,6.893082568038841,9.13492925534378,8.07959798163774,8.39378294177955,10.3339085574981,4.66260234824354,5.87918602327876,9.220380232603107,7.9254683361989295,7.238673986323402,6.52675090070972,2.83752811604017,3.05642690708214,5.23554027482677,,
Renta del gas natural (% del PIB),Environment,Suriname,SUR,NY.GDP.NGAS.RT.ZS,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Rentas mineras  (% del PIB),Environment,Suriname,SUR,NY.GDP.MINR.RT.ZS,17.2383191712802,17.0865588007652,18.1017701847251,13.7954909522929,27.593104750464892,15.0659874115551,16.2087274887849,17.1031932791505,15.1833236518423,12.208303868486901,12.5928789896955,11.0495095121401,9.74627555681206,8.363010922632709,10.2633313917639,10.739100572946803,8.99702849420952,4.2517115086497,4.75221700203222,13.8813634564656,17.4890758773324,15.9051032512976,17.24169525575,12.0474021613469,9.70315232548267,3.9014572349797,4.699628482974269,4.06415188622795,3.31877197029814,3.21057151129918,3.36862544926284,4.93703032284851,2.39076234876856,1.60440766183495,2.68616577431719,3.4967814935027905,4.56839549537759,5.18130405653276,4.83637057463861,6.42725409148338,18.424176582074896,25.947135508682102,26.0270332139609,20.0631626392687,16.2423322665833,14.401128025578801,25.524712660387202,26.2155143870439,,
Rentas forestales (% del PIB),Environment,Suriname,SUR,NY.GDP.FRST.RT.ZS,0.631683154216405,0.77590022413107,0.639994588264249,0.8311901694474241,0.8674780732567309,1.50331702458441,1.10822658589275,1.07588807422526,1.10875397851699,2.03487056334367,1.80596253140084,1.19756785906135,1.01871096233141,0.8441672383090051,0.5222073543443689,0.647202834289833,0.662857353973342,0.51866270023539,0.641673109301739,0.877402547641476,0.947396591812041,0.743426316117515,1.08166566205307,0.906564154156183,0.614638917057407,0.7047260870138259,1.08091876490689,0.6731227281662329,0.40574998047514,0.318645973540427,0.385990256638373,0.44593013376466,0.38340206166090895,0.4121016028043111,0.33731761868201005,0.33208796405818897,0.344400605213081,0.336794881235654,0.364855864230092,0.362946251892612,0.512319436856345,0.667490726437686,0.71952141745195,0.683321890802402,0.7895958809429,0.948914329917905,1.6339378905254,1.72605793682634,,
Rentas del carbón (% del PIB),Environment,Suriname,SUR,NY.GDP.COAL.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"Ahorro neto ajustado, excluido el daño por emisión de partículas (% del ingreso nacional bruto: INB)",Environment,Suriname,SUR,NY.ADJ.SVNX.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.348381033536,39.5316459594625,31.032970271897,35.4479785590039,23.0682588283352,,,,,,,,,
"Ahorro neto ajustado, excluido el daño por emisión de partículas (US$ actuales)",Environment,Suriname,SUR,NY.ADJ.SVNX.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,806874901.978326,1164059359.96826,1102942287.80311,1375691495.79205,983653174.4066312,,,,,,,,,
"Ahorro neto ajustado, incluido el daño por emisión de partículas (% del INB)",Environment,Suriname,SUR,NY.ADJ.SVNG.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.1369790084864,39.3262797281931,30.8346565630729,35.2534182751461,22.877062541418802,,,,,,,,,
" Ahorro neto ajustado, incluido el daño por emisión de partículas (US$ actuales)",Environment,Suriname,SUR,NY.ADJ.SVNG.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,801433632.521463,1158012091.30721,1095894023.52815,1368140855.70473,975500377.268377,,,,,,,,,
Ahorro ajustado: ahorro nacional neto (% del INB),Environment,Suriname,SUR,NY.ADJ.NNAT.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.349608842799704,43.8034307584375,39.484288072487104,40.8516932189575,39.1565571805159,,,,,,,,,
Ahorro ajustado: ahorro nacional neto (US$ actuales),Environment,Suriname,SUR,NY.ADJ.NNAT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,909862367.0387652,1289847471.19733,1403310435.2367802,1585402870.19415,1669673990.39838,,,,,,,,,
Ahorro ajustado: ahorro bruto (% del INB),Environment,Suriname,SUR,NY.ADJ.ICTR.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.82637822,55.81421502,51.80834871,52.58640758,51.57008551,,,,,,,,,
Ahorro ajustado: daño por emisión de partículas (% del INB),Environment,Suriname,SUR,NY.ADJ.DPEM.GN.ZS,,,,,,,,,,,,,,,,,,,,,0.32258471615442,0.32807538687535603,0.33488331376068103,0.375897992058456,0.34768746142662704,0.320966084266761,0.30806455046068,0.283368874566368,0.267416270901266,0.273394937283138,0.275262041765632,0.2930210192246,0.258410987663595,0.24896032171109095,0.231703765837583,0.21938111452861894,0.211402025049535,0.205366231269353,0.19831370882407695,0.194560283857779,0.191196286916472,0.19138758049425894,0.17891547649620498,0.17675010293521198,0.169368192066238,0.17681499551415694,0.192163153987232,0.205497778504084,,
Ahorro ajustado: daño por emisión de partículas (US$ actuales),Environment,Suriname,SUR,NY.ADJ.DPEM.CD,,,,,,,,,,,,,,,,,,,,,1248080.26680145,1463544.30085096,1351812.30999224,1583636.12871879,2086098.82168758,2210599.44289924,2631216.96943241,2549781.47023563,2893637.9279481005,2322362.83186061,2476415.81204627,2132502.135582,2713909.16532397,3049710.3398036,3291651.15804013,3843606.59698273,5441269.45686237,6047268.6610529,7048264.27495485,7550640.08731883,8152797.13825375,7962768.71518136,8527229.99817993,8869950.51625105,8747718.42511064,8405987.77841408,5719878.31198195,5217851.42993238,,
Ahorro ajustado: agotamiento de fuentes de energía (% del INB),Environment,Suriname,SUR,NY.ADJ.DNGY.GN.ZS,,,,,,,,,,,0.0,0.0,0.344084367937397,0.397604411984385,0.312554729974486,0.6976979211495731,0.5790897336464169,0.945396958285098,0.638400571781078,2.31317460878909,4.70881866859018,2.54779494270211,3.46202902832349,3.17723323549054,2.42991101248572,2.38680488369651,2.9260708746717,3.19608016008739,1.53823094953585,4.18719270360954,7.56010172124649,7.32770182366778,5.11293417083059,3.3848983165746005,4.52943654631058,6.04265415427757,5.52710298516704,5.87472977046286,7.93639032899994,3.68093721441748,4.7494949853812,7.80561588457141,6.69999032659234,5.95058555339524,5.09170041183861,2.19569494307607,2.42273355372811,4.82289924574077,,
Ahorro ajustado: agotamiento de fuentes de energía (US$ actuales),Environment,Suriname,SUR,NY.ADJ.DNGY.CD,,,,,,,,,,,0.0,0.0,3170737.45054311,3473074.5386836,2705161.18792918,6090902.85163578,5145212.28344842,9227074.31286255,7360758.59263583,12495769.2366787,18218419.4287754,11365713.2393941,13975057.1788198,13385496.7235538,14579284.7379452,16438713.6362466,24991928.891801506,28758648.8884823,16644774.0914164,35568254.4868415,68015027.8733802,53328392.035597,53697557.6517643,41464275.6094313,64346494.3223386,105868663.401455,142261913.768685,172988855.146685,282067118.60555,142852546.979223,202523122.961498,324756255.384357,319325972.34899,298621604.880656,262981856.064005,104385857.10987,72114454.9417688,122459580.385723,,
Ahorro ajustado: agotamiento de minerales (% del INB),Environment,Suriname,SUR,NY.ADJ.DMIN.GN.ZS,3.5808787178114505,3.57854749839721,3.59114460689648,2.71429104419775,5.092207721614138,2.42158852620261,2.7250397468445,2.8562855167981,2.50159657757648,2.02515901838652,2.00929751076759,1.7068752693779998,1.51382969513415,1.32366513668724,1.6025107057571202,1.67949141543614,1.41102071710575,0.668861595802126,0.7494430454349309,2.18054619846203,2.74569488945161,2.4984151158788,2.7025164121688,1.9173986929921696,1.53130316710403,0.618947850855119,0.783487805790405,0.7252045741404479,0.598536358224041,0.556634883517732,0.573177262793031,1.10849478166154,0.4450860968199,0.316972160214505,0.793567273598643,0.565298337392447,0.563267041288903,0.5808268928207709,2.74960613148997,3.98408219458803,13.434192593461098,20.536793597318105,20.452803466482894,15.5354913781813,12.3693626914501,10.8322805514917,20.738941493258398,23.2930067497643,,
Ahorro ajustado: agotamiento de minerales (US$ actuales),Environment,Suriname,SUR,NY.ADJ.DMIN.CD,7410628.5065108,8042785.50264773,8830624.58835843,7323157.23724552,17685237.4171659,10967374.4351716,12813136.8896629,17157707.099406198,17463645.7080614,14939598.078637302,15662474.0964333,15370411.8007489,13949940.6406612,11562214.968963,13869730.1583279,14661960.0567575,12536919.0714846,6528089.17502875,8641078.31386476,11779310.5640919,10623093.5272883,11145429.8319353,10909157.9180222,8077887.90451529,9187704.72606276,4262898.29783646,6691865.08754828,6525463.27857316,6476597.33484384,4728354.43569265,5156632.66748058,8067228.40371679,4674426.76659825,3882840.71852159,11273647.735854,9904154.34589075,14497911.0162469,17103183.1511043,97723706.4532406,154617222.65793702,572847144.142334,854442786.4365339,974794146.8326279,779626362.201458,638866723.4551151,514979047.243202,617309922.320662,591439233.365079,,
Ahorro ajustado: consumo de capital fijo (% del INB),Environment,Suriname,SUR,NY.ADJ.DKAP.GN.ZS,12.6444486408638,12.8191889817934,12.091712813895901,14.638318243699901,14.3915080095229,10.048526503933099,11.9464524619366,11.1645882745175,10.4283054003724,11.4116663302653,11.0091329999089,10.3492235924521,9.889319680590713,10.4452974160191,9.992488185513233,11.141711989693697,10.7754223248027,12.0935518735303,10.578101059104402,10.6361479567127,10.790252374084101,12.521754880382,13.237346606393,13.3113674830619,10.4771066758633,8.82038092939052,10.157556101241699,10.415160677706801,10.522818968032901,10.8861435274167,11.986062375920401,13.4501651142578,12.4484336335553,12.338314412673302,12.945527922625699,12.489102078330099,12.476769368965304,12.0107842713681,12.324060627291699,11.7347143609095,12.413528315792101,13.153318683129498,13.194070647158199,13.001739207934802,13.6030903722104,13.265292790105601,14.7594512195994,15.8479810680247,,
Ahorro ajustado: consumo de capital fijo (US$ actuales),Environment,Suriname,SUR,NY.ADJ.DKAP.CD,26167686.462267604,28811127.236580607,29733521.80937,39494182.62150221,49981707.3170732,45509776.5363128,56172219.47602571,67065681.7650269,72800000.0,84183862.5183671,85816191.7342895,93194758.45003092,91130080.8566434,91239672.9289271,86484985.245617,97267145.6700257,95739627.3558723,118033066.285656,121965505.211474,57456471.26216179,41747486.4353312,55859548.52138399,53434755.8055523,56080008.1782589,62861858.1801402,60748876.98248,86756927.8632731,93716657.2940734,113864530.277868,92472725.9458722,107833518.205082,97885489.2593905,130737158.034524,151141695.116155,183907938.759275,218811884.704862,321139137.961235,353672747.802674,438009236.763219,455409515.805849,529325018.601617,547249901.1709678,628838137.560105,652473642.076774,702587675.027504,630647240.899789,439325974.704557,402400509.043412,,
Ahorro ajustado: agotamiento neto de recursos forestales (% del INB),Environment,Suriname,SUR,NY.ADJ.DFOR.GN.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43041573503607705,0.374672360373279,0.14704575483042498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Ahorro ajustado: agotamiento neto de recursos forestales (US$ a precios actuales),Environment,Suriname,SUR,NY.ADJ.DFOR.CD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3725248.18673725,3270889.70605873,1306501.53166832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Ahorro ajustado: daño por emisión de dióxido de carbono (% del INB),Environment,Suriname,SUR,NY.ADJ.DCO2.GN.ZS,1.2907108688379698,1.36796916756127,1.3613303226103202,1.6335607324315,1.0826762916718,1.17776765420079,1.2207232081934,0.993204168537258,1.18781855407725,1.19723123670416,1.31567092962567,1.09875222575407,1.08239897692323,0.8995616760970971,1.09387532607537,1.18529800135948,1.34621069693464,1.29535076074885,1.2457093745614198,2.81612478847825,4.0077433322865,4.28280703846427,5.02671297545089,5.015005241670269,3.7216295291338097,3.42778570995025,2.9288722786011405,2.9386052079928,2.54369957123414,3.4309881681279903,3.5296678948352005,4.94909394925884,2.36750084211382,2.10673114736398,1.95217549993935,1.71157231233136,1.35563588280777,1.26100623569134,1.2100994401001202,1.18347335094811,1.34938887333839,1.19089172710272,1.25085945935956,1.0570292513971802,1.1228760682403,1.20654234355546,1.86441316463676,2.31150168745807,,
Ahorro ajustado: daño por emisión de dióxido de carbono (US$ actuales),Environment,Suriname,SUR,NY.ADJ.DCO2.CD,2671126.14306017,3074510.70409396,3347511.26329878,4407346.8561002,3760134.76097615,5334109.70587539,5739840.52492538,5966177.44040331,8292161.32601326,8831974.83316662,10255654.8964321,9894263.79291538,9974306.57234758,7857671.24070815,9467490.94718233,10347651.5518683,11961082.0422642,12642623.424908802,14363029.088693203,15212706.1073595,15505958.952616502,19105602.1985891,20291164.712579,21127922.0804885,22329499.440756,23608292.4403197,25015856.0250805,26441863.52204,27524673.542942494,29144648.680754494,31754924.6164652,36017734.986789,24864199.0513552,25807002.975992706,27733173.5280353,29987132.8716019,34892665.394384004,37131924.9681655,43008124.3670684,45929113.3254846,57539264.6079515,49547600.5457224,59616789.52678101,53045497.5608108,57995563.10679611,57360407.49583481,55495635.88911539,58691984.2783336,,
Ahorro ajustado: gasto en educación (% del INB),Environment,Suriname,SUR,NY.ADJ.AEDU.GN.ZS,6.6916667,6.6916667,6.6916667,6.6916667,6.6916667,6.6916667,6.6916667,6.6916667,6.6916667,6.6916667,6.7,7.26666666666667,7.83333333333331,8.39999999999996,8.96666666666679,9.53333333333344,10.1,9.50000000000006,8.9,8.3,6.5,6.0,6.0,3.4447781,3.4447781,3.4447781,3.4447781,3.4447781,3.4447781,3.4447781,3.4447781,3.4447781,3.4447781,3.4447781,3.4447781,3.4447781,3.4447781,3.4447781,3.4447781,3.4447781,3.4447781,3.4447781,3.4447781,3.4447781,3.4447781,3.4447781,3.4447781,3.4447781,,
Ahorro ajustado: gasto en educación (US$ actuales),Environment,Suriname,SUR,NY.ADJ.AEDU.CD,13848404.23565,15039520.90825,16454808.4153,18054116.7566,23240158.4491,30306558.4843,31464216.8234,40196841.8669,46714525.2327,49364425.2459,52226500.0,65436333.3333333,72184166.66666651,73373999.9999997,77606500.0000011,83226000.00000091,89738500.0,92720000.0000006,102617000.0,44836600.0,25148500.0,26766000.0,24220000.002,14512647.499673,20668411.526544694,23725324.643467706,29422270.6867599,30996457.82161,37274996.5061225,29261787.7380892,30991207.146149296,25069862.4770854,36178085.7022526,42197790.0642751,48937520.6357438,60353289.1094615,88665025.11887671,101435852.036888,122430801.992187,133687508.560541,146888715.720031,143321584.475773,164180403.655669,172871250.307929,177919764.55651498,163768703.687974,102536366.285337,87467321.8646377,,
Producción pesquera total (toneladas métricas),Environment,Suriname,SUR,ER.FSH.PROD.MT,11750.0,10400.0,12120.0,11610.0,10501.0,12262.0,5993.0,6897.0,4474.0,4535.0,4046.0,4620.0,3796.0,4520.0,5095.0,4909.0,4540.0,6626.0,4602.0,7786.0,7670.0,8186.0,11272.0,9580.0,14766.0,14301.0,16178.0,16618.0,21683.0,24447.0,24583.0,28979.0,31127.0,35854.0,33160.0,29862.0,32101.0,31019.3,24206.4,26184.16,35156.1,35586.0,39338.2,39447.7,38510.82,44827.17,47115.1,,,
Producción de la pesca de captura (toneladas métricas),Environment,Suriname,SUR,ER.FSH.CAPT.MT,11750.0,10400.0,12120.0,11610.0,10501.0,12262.0,5993.0,6897.0,4474.0,4535.0,4046.0,4620.0,3796.0,4520.0,5095.0,4909.0,4540.0,6626.0,4602.0,7786.0,7670.0,8186.0,11269.0,9577.0,14765.0,14300.0,16177.0,16617.0,21577.0,24247.0,24238.0,28557.0,30705.0,35594.0,32872.0,29620.0,31921.0,30901.0,24132.0,26143.0,35085.0,35490.0,39264.0,39369.0,38428.0,44705.0,47013.0,,,
Producción acuícola (toneladas métricas),Environment,Suriname,SUR,ER.FSH.AQUA.MT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,1.0,1.0,1.0,106.0,200.0,345.0,422.0,422.0,260.0,288.0,242.0,180.0,118.3,74.4,41.16,71.1,96.0,74.2,78.7,82.82,122.17,102.1,,,
Emisiones de CO2 originadas por el transporte (% del total de la quema de combustible),Environment,Suriname,SUR,EN.CO2.TRAN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.863013698630105,20.1342281879195,39.814814814814795,38.3333333333333,34.558823529411804,30.3030303030303,35.3333333333333,39.1304347826087,40.1408450704225,40.84507042253521,38.2352941176471,31.843575418994398,34.328358208955194,31.472081218274106,33.6683417085427,,,,,
"Emisiones de CO2 originadas por otros sectores, no incluye edificios residenciales y servicios comerciales y pblicos (% del total de la quema de combustible)",Environment,Suriname,SUR,EN.CO2.OTHX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.90410958904109,7.38255033557047,23.148148148148106,21.6666666666667,21.3235294117647,19.393939393939398,22.0,21.7391304347826,21.830985915493002,20.422535211267604,21.7647058823529,17.318435754189903,20.398009950248802,15.228426395939099,17.0854271356784,,,,,
Emisiones de CO2 originadas por la industria manufacturera y la construccin (% del total de la quema de combustible),Environment,Suriname,SUR,EN.CO2.MANF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.5753424657534,45.6375838926175,5.55555555555556,5.0,4.41176470588235,4.24242424242424,4.66666666666667,5.0724637681159415,4.929577464788731,4.2253521126760605,4.11764705882353,3.35195530726257,3.98009950248756,3.04568527918782,3.5175879396984904,,,,,
"Emisiones de CO2 originadas por la produccin de electricidad y calefaccin, total (% del total de la quema de combustible)",Environment,Suriname,SUR,EN.CO2.ETOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.4931506849315,21.476510067114106,25.9259259259259,30.0,34.558823529411804,42.424242424242394,34.0,29.710144927536202,28.873239436619702,30.281690140845104,32.3529411764706,43.5754189944134,37.3134328358209,46.19289340101521,41.708542713567795,,,,,
Emisiones de CO2 originadas por edificios residenciales y servicios comerciales y pblicos (% del total de la quema de combustible),Environment,Suriname,SUR,EN.CO2.BLDG.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.479452054794519,5.369127516778518,5.55555555555556,5.0,4.41176470588235,3.63636363636364,4.0,4.34782608695652,4.2253521126760605,4.2253521126760605,3.52941176470588,3.35195530726257,3.48258706467662,4.06091370558376,3.5175879396984904,,,,,
Emisiones de óxido nitroso (% de cambio desde 1990),Environment,Suriname,SUR,EN.ATM.NOXE.ZG,,,,,,,,,,,,,,,,,,,,,,-3.83947269044594,2.9908338768924505,7.1983246936043095,-14.5463284012496,-8.531017199354599,-2.98946067492877,-2.43194067767517,-11.9042878231316,-27.170174053348894,-24.219163033403106,-24.460159978028802,-3.61289436643895,-21.5881080709946,5.90820144872808,-27.1344708022932,-36.400082392117795,-36.483504411411296,-39.1716159154108,-43.3847368601737,-40.6622266469841,-40.0688489134539,-39.47547117992379,,,,,,,
Emisiones de óxido nitroso (miles de toneladas métricas de equivalente de CO2),Environment,Suriname,SUR,EN.ATM.NOXE.KT.CE,408.6017,328.7829,372.3906,338.5355,347.7735,379.1765,424.7713,363.227,422.7067,421.5504,442.0972,434.7347,455.5016,450.1634,410.7221,417.7343,431.7463,486.266,404.4322,401.1462,451.4995,434.1643,465.0031,483.9999,385.8229,412.982,438.0021,440.5193,397.7517,328.8263,342.1501,341.0619999999999,435.1873,354.0293,478.175,328.9875,287.1533100000001,286.77666,274.63985,255.61763,267.90975,270.5888475,273.267945,,,,,,,
Emisiones de óxido nitroso en el sector de energía (% del total),Environment,Suriname,SUR,EN.ATM.NOXE.EG.ZS,1.92030332228182,2.27885063973826,2.13793450210612,2.57148207499657,2.2144172572090697,2.35782022728202,2.13879944169957,2.55757478962192,2.38981909252917,2.27211038798682,2.2374953229742203,2.30439317013342,2.03804902134263,1.82888654675169,2.15168997139428,2.2157210006456296,2.08771965851242,1.8333809511666497,2.00123583112324,2.08165505169936,2.0775089979058703,2.12640985912476,1.92853712975247,1.7842195940536298,2.23497517254678,2.1223982735325,1.95797075121558,1.94866932675594,2.2954513315719303,2.82375656387582,2.49719781464334,2.9352227685875296,2.14869863160069,2.55262466835372,1.93289939059968,2.8228571024735,3.4079808831038703,3.2892706948327004,3.46276405153877,,,,,,,,,,,
Emisiones de óxido nitroso en el sector de energía (miles de toneladas métricas de equivalente de CO2),Environment,Suriname,SUR,EN.ATM.NOXE.EG.KT.CE,7.84639202,7.49247122,7.96146712,8.7053797,7.701156399999999,8.9403002141,9.0850061929,9.2898021811,10.101925422,9.578090429,9.891904173,10.017996735,9.283345901,8.232977861,8.837466236000001,9.255826612,9.01365238,8.915108216,8.093642099,8.350480137,9.379942737999999,9.23211248,8.967757438,8.635621051000001,8.623046025,8.765122838,8.57595300771,8.58426447754,9.130196694,9.28525423,8.54416482,10.010929479,9.35086356,9.037039245,9.242641661,9.28684701,9.78612991,9.432860637000001,9.510129997,,,,,,,,,,,
Emisiones de óxido nitroso procedentes de la actividad agrícola (% del total),Environment,Suriname,SUR,EN.ATM.NOXE.AG.ZS,19.9853285485596,26.8731375932264,23.899865974060607,26.834019504601397,26.8039212015867,22.015446184033,21.0004787517424,25.3340121191431,22.449980565720896,21.026472232027306,19.6657041483185,26.873238161113,28.350903114281,28.8471648739102,37.510340325003206,33.533362522541196,32.6888542646457,28.5667314803009,27.734377826493503,27.323419267090106,25.0584675066085,25.464476305398694,26.673162845581004,25.0211056241954,32.111790228107196,29.3158474703498,31.560380349774604,31.3634370843684,33.322589570327395,39.9952938070951,39.2173623506175,40.7734739138338,31.9097910715685,39.740189837394794,29.502729983792506,43.119275382803295,49.70110795518951,49.8284375722906,52.16496695581501,,,,,,,,,,,
Emisiones agrícolas de óxido nitroso (miles de toneladas métricas de equivalente de CO2),Environment,Suriname,SUR,EN.ATM.NOXE.AG.KT.CE,81.6603922,88.3542811,89.0008543,90.8426821,93.2169349,83.4773983,89.2040066,92.0199722,94.897572,88.63717779999998,86.94152740000001,116.8272913,129.1388173,129.8593782,154.0632575,140.08035719999998,141.1329188,138.9103025,112.1667544,109.6068581,113.1388555,110.5576653,124.0310341,121.1021262,123.8946403,121.0691732,138.2351287,138.1619935,132.5411665,131.5150448,134.1822445,139.0628256,138.86735819999998,140.6919159,141.0746791,141.85702609999996,142.71837659999997,142.896329,143.26578700000005,,,,,,,,,,,
Emisiones de metano (% de cambio desde 1990),Environment,Suriname,SUR,EN.ATM.METH.ZG,,,,,,,,,,,,,,,,,,,,,,1.92439848610473,12.046089880943901,8.22486250676571,-15.2079781551479,-6.43364950526762,-7.299456514027059,-13.6485727665078,-21.9897951943758,-36.0219097217295,-37.3629882200784,-27.1587907487781,-18.8194941384197,-27.8067776613278,-1.26718792127258,-32.0626316397627,-39.75505628455071,-39.3003606346684,-39.75343454349,-30.3796698540636,-29.5071731634289,-28.8022448950632,-28.097316626697502,,,,,,,
